PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_NATION_NAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_NAME,FIRST_AUTHOR_NATION_STATUS_NAME,FIRST_AUTHOR_NATION_SURNAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,FIRST_AUTHOR_NATION_STATUS_SURNAME,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,FIRST_AUTHOR_SELECTED_NATION_CATEGORY,LAST_AUTHOR_NATION_NAME,LAST_AUTHOR_COUNTRY_PROBABILITY_NAME,LAST_AUTHOR_NATION_STATUS_NAME,LAST_AUTHOR_NATION_SURNAME,LAST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,LAST_AUTHOR_NATION_STATUS_SURNAME,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS,LAST_AUTHOR_SELECTED_NATION_CATEGORY
"A new pan-European Train-the-Trainer programme for bioinformatics: pilot results on feasibility, utility and sustainability of learning.",Allegra Via,Allegra,Rochelle E Tractenberg,Rochelle E,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
A novel biomarker for Ataxia-Telangiectasia: Evaluating the lack of hypointensity of the dentate nuclei,May Yung Tiet,May Yung,Anke Hensiek,Anke,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
A novel insight into neurological disorders through HDAC6 protein-protein interactions.,Nasim Bahram Sangani,Nasim,Lars M T Eijssen,Lars M T,PASS,,,,,,,male,0.73,PASS,,,,,,,,male,1.0,PASS,
A nox2/cybb zebrafish mutant with defective myeloid cell reactive oxygen species production displays normal initial neutrophil recruitment to sterile tail injuries.,Abdulsalam I Isiaku,Abdulsalam I,Graham J Lieschke,Graham J,PASS,,,,,,,male,0.93,PASS,,,,,,,,male,1.0,PASS,
A pipeline-friendly software tool for genome diagnostics to prioritize genes by matching patient symptoms to literature.,K Joeri van der Velde,K Joeri,Morris A Swertz,Morris A,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A plugin for the Ensembl Variant Effect Predictor that uses MaxEntScan to predict variant spliceogenicity.,Jannah Shamsani,Jannah,Amanda B Spurdle,Amanda B,PASS,,,,,,,female,0.96,PASS,,,,,,,,female,1.0,PASS,
A polymorphic AT-repeat causes frequent allele dropout for an MME mutational hotspot exon.,Helle Høyer,Helle,Michaela Auer-Grumbach,Michaela,PASS,,,,,,,female,0.97,PASS,,,,,,,,female,0.99,PASS,
A possible S-glutathionylation of specific proteins by glyoxalase II: An in vitro and in silico study.,Luisa Ercolani,Luisa,Tatiana Armeni,Tatiana,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A primer on machine learning techniques for genomic applications.,Alfonso Monaco,Alfonso,Roberto Bellotti,Roberto,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A property-response perspective on modern toxicity assessment and drug toxicity index (DTI).,Vaibhav A Dixit,Vaibhav A,Pragati Singh,Pragati,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
A proteomics sample metadata representation for multiomics integration and big data analysis.,Chengxin Dai,Chengxin,Yasset Perez-Riverol,Yasset,PASS,,,,,,,male,0.78,PASS,,,,,,,,male,0.89,PASS,
"A protocol for adding knowledge to Wikidata, a case report",Andra Waagmeester,Andra,Jasper Koehorst,Jasper,PASS,,,,,,,female,0.87,PASS,,,,,,,,male,0.99,PASS,
A quality control portal for sequencing data deposited at the European genome-phenome archive.,Dietmar Fernández-Orth,Dietmar,Jordi Rambla,Jordi,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A quick guide for building a successful bioinformatics community.,Aidan Budd,Aidan,Niklas Blomberg,Niklas,PASS,,,,,,,male,0.95,PASS,,,,,,,,male,1.0,PASS,
A reference genome of the Chinese hamster based on a hybrid assembly strategy.,Oliver Rupp,Oliver,Kelvin H Lee,Kelvin H,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A reproducible workflow for assembling the mitochondrial genome of Acheta domesticus (Orthoptera: Gryllidae).,Somjit Homchan,Somjit,Yash Munnalal Gupta,Yash Munnalal,PASS,,,,,,,female,0.68,PASS,,,,,,,,male,0.99,PASS,
A research data management (RDM) community for ELIXIR,Flora D'Anna,Flora,Munazah Andrabi,Munazah,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.92,PASS,
A resource to explore the discovery of rare diseases and their causative genes.,Friederike Ehrhart,Friederike,Chris T Evelo,Chris T,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.83,PASS,
A review of bioinformatics platforms for comparative genomics. Recent developments of the EDGAR 2.0 platform and its utility for taxonomic and phylogenetic studies.,J Yu,J,A Goesmann,A,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
A review on drug repurposing applicable to COVID-19.,Serena Dotolo,Serena,Roberto Tagliaferri,Roberto,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
A review on viral data sources and search systems for perspective mitigation of COVID-19.,Anna Bernasconi,Anna,Stefano Ceri,Stefano,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
A rigorous evaluation of optimal peptide targets for MS-based clinical diagnostics of Coronavirus Disease 2019 (COVID-19),Andrew Rajczewski,Andrew,Pratik Jagtap,Pratik,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A rigorous evaluation of optimal peptide targets for MS-based clinical diagnostics of Coronavirus Disease 2019 (COVID-19).,Andrew T Rajczewski,Andrew T,Pratik D Jagtap,Pratik D,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A roadmap for the generation of benchmarking resources for antimicrobial resistance detection using next generation sequencing.,Mauro Petrillo,Mauro,Alexandre Angers-Loustau,Alexandre,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A roadmap towards personalized immunology.,Sylvie Delhalle,Sylvie,Feng Q He,Feng Q,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.71,PASS,
A single alcohol binge impacts on neutrophil function without changes in gut barrier function and gut microbiome composition in healthy volunteers.,Vanessa Stadlbauer,Vanessa,Bettina Leber,Bettina,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
"A single cell RNAseq benchmark experiment embedding ""controlled"" cancer heterogeneity.",Maddalena Arigoni,Maddalena,Luca Alessandri,Luca,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.97,PASS,
A single-cell RNA-sequencing training and analysis suite using the Galaxy framework.,Mehmet Tekman,Mehmet,Björn Grüning,Björn,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A snapshot of 3649 Web-based services published between 1994 and 2017 shows a decrease in availability after 2 years.,Ágnes Ősz,Ágnes,Balázs Győrffy,Balázs,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
"A streamlined workflow for conversion, peer review, and publication of genomics metadata as omics data papers.",Mariya Dimitrova,Mariya,Lyubomir Penev,Lyubomir,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,0.99,PASS,
A study of deep active learning methods to reduce labelling efforts in biomedical relation extraction.,Charlotte Nachtegael,Charlotte,Tom Lenaerts,Tom,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
"A systematic comparison of FOSL1, FOSL2 and BATF-mediated transcriptional regulation during early human Th17 differentiation.",Ankitha Shetty,Ankitha,Riitta Lahesmaa,Riitta,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A three-feature prediction model for metastasis-free survival after surgery of localized clear cell renal cell carcinoma.,Kalle E Mattila,Kalle E,Panu M Jaakkola,Panu M,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,0.95,PASS,
"A tool for assessing alignment of biomedical data repositories with open, FAIR, citation and trustworthy principles.",Fiona Murphy,Fiona,Maryann E Martone,Maryann E,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
"A unidirectional mapping of ICD-8 to ICD-10 codes, for harmonized longitudinal analysis of diseases.",Mette Krogh Pedersen,Mette Krogh,Søren Brunak,Søren,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A unified dinucleotide alphabet describing both RNA and DNA structures.,Jiří Černý,Jiří,Bohdan Schneider,Bohdan,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A unified platform enabling biomarker ranking and validation for 1562 drugs using transcriptomic data of 1250 cancer cell lines.,János Tibor Fekete,János,Balázs Győrffy,Balázs,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A vaccine targeting antigen-presenting cells through CD40 induces protective immunity against Nipah disease.,Yadira Pastor,Yadira,Sylvain Cardinaud,Sylvain,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
A versatile workflow to integrate RNA-seq genomic and transcriptomic data into mechanistic models of signaling pathways.,Martín Garrido-Rodriguez,Martín,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A vision and strategy for the virtual physiological human: 2012 update.,Peter Hunter,Peter,Marco Viceconti,Marco,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A walk in the PARC: developing and implementing 21st century chemical risk assessment in Europe.,P Marx-Stoelting,P,P Sanders,P,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
"A whirl of radiomics-based biomarkers in cancer immunotherapy, why is large scale validation still lacking?",Marta Ligero,Marta,Raquel Perez-Lopez,Raquel,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A widespread inversion polymorphism conserved among Saccharomyces species is caused by recurrent homogenization of a sporulation gene family.,Letal I Salzberg,Letal I,Kenneth H Wolfe,Kenneth H,PASS,,,,,,,male,0.7,PASS,,,,,,,,male,1.0,PASS,
A workflow reproducibility scale for automatic validation of biological interpretation results.,Hirotaka Suetake,Hirotaka,Tazro Ohta,Tazro,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A-GAME: improving the assembly of pooled functional metagenomics sequence data.,Matteo Chiara,Matteo,Graziano Pesole,Graziano,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A-to-I RNA editing in SARS-COV-2: real or artifact?,Ernesto Picardi,Ernesto,Graziano Pesole,Graziano,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
ABCA4 Variant c.5714+5G>A in Trans With Null Alleles Results in Primary RPE Damage.,Jana Sajovic,Jana,Ana Fakin,Ana,PASS,,,,,,,female,0.98,PASS,,,,,,,,female,0.92,PASS,
"ABCA4 c.6480-35A>G, a novel branchpoint variant associated with Stargardt disease.",María Rodríguez-Hidalgo,María,Susanne Roosing,Susanne,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
ABRF Proteome Informatics Research Group (iPRG) 2016 Study: Inferring Proteoforms from Bottom-up Proteomics Data.,Joon-Yong Lee,Joon-Yong,Magnus Palmblad,Magnus,PASS,,,,,,,male,0.87,PASS,,,,,,,,male,1.0,PASS,
AGAMEMNON: an Accurate metaGenomics And MEtatranscriptoMics quaNtificatiON analysis suite.,Giorgos Skoufos,Giorgos,Ioannis S Vlachos,Ioannis S,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
"AHoJ: rapid, tailored search and retrieval of apo and holo protein structures for user-defined ligands.",Christos P Feidakis,Christos P,Marian Novotny,Marian,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.75,PASS,
AIUPred: combining energy estimation with deep learning for the enhanced prediction of protein disorder.,Gábor Erdős,Gábor,Zsuzsanna Dosztányi,Zsuzsanna,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
"ALK5 kinase inhibitory activity and synthesis of 2,3,4-substituted 5,5-dimethyl-5,6-dihydro-4H-pyrrolo[1,2-b]pyrazoles.",Eva Řezníčková,Eva,Vladimír Kryštof,Vladimír,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
ANASTASIA: An Automated Metagenomic Analysis Pipeline for Novel Enzyme Discovery Exploiting Next Generation Sequencing Data.,Theodoros Koutsandreas,Theodoros,Aristotelis A Chatziioannou,Aristotelis A,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
ANISEED 2017: extending the integrated ascidian database to the exploration and evolutionary comparison of genome-scale datasets.,Matija Brozovic,Matija,Patrick Lemaire,Patrick,PASS,,,,,,,male,0.95,PASS,,,,,,,,male,1.0,PASS,
ANISEED 2019: 4D exploration of genetic data for an extended range of tunicates.,Justine Dardaillon,Justine,Patrick Lemaire,Patrick,PASS,,,,,,,female,0.94,PASS,,,,,,,,male,1.0,PASS,
APE in the Wild: Automated Exploration of Proteomics Workflows in the bio.tools Registry.,Vedran Kasalica,Vedran,Anna-Lena Lamprecht,Anna-Lena,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
APICURON: a database to credit and acknowledge the work of biocurators.,András Hatos,András,Silvio C E Tosatto,Silvio C E,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
ARGprofiler-a pipeline for large-scale analysis of antimicrobial resistance genes and their flanking regions in metagenomic datasets.,Hannah-Marie Martiny,Hannah-Marie,Patrick Munk,Patrick,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
ARIAweb: a server for automated NMR structure calculation.,Fabrice Allain,Fabrice,Benjamin Bardiaux,Benjamin,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
ARL15 modulates magnesium homeostasis through N-glycosylation of CNNMs.,Yevgen Zolotarov,Yevgen,Jeroen H F de Baaij,Jeroen H F,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
ARPIR: automatic RNA-Seq pipelines with interactive report.,Giulio Spinozzi,Giulio,Maria Paola Martelli,Maria Paola,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
"ASA3P: An automatic and scalable pipeline for the assembly, annotation and higher-level analysis of closely related bacterial isolates.",Oliver Schwengers,Oliver,Alexander Goesmann,Alexander,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
ASAP: a machine learning framework for local protein properties.,Nadav Brandes,Nadav,Michal Linial,Michal,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.91,PASS,
ASaiM: a Galaxy-based framework to analyze microbiota data.,Bérénice Batut,Bérénice,Pierre Peyret,Pierre,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Abandoning the Isochore Theory Can Help Explain Genome Compositional Organization in Fish.,Marta Vohnoutová,Marta,Radka Symonová,Radka,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
"Abasy Atlas: a comprehensive inventory of systems, global network properties and systems-level elements across bacteria.",Miguel A Ibarra-Arellano,Miguel A,Julio A Freyre-González,Julio A,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Aberrant Cholesterol Metabolic Genes Regulation in a Negative Feedback Loop Induced by an Alphacoronavirus.,Hao-Yu Liu,Hao-Yu,Demin Cai,Demin,PASS,,,,,,,male,0.87,PASS,,,,,,,,male,0.87,PASS,
Aberrant alternative splicing of HTR2A exon II in peripheral blood lymphocytes of drug-naïve schizophrenic patients.,Maria N Grunina,Maria N,Anna M Zabotina,Anna M,PASS,,,,,,,female,0.97,PASS,,,,,,,,female,1.0,PASS,
Ablation of Perk in Schwann Cells Improves Myelination in the S63del Charcot-Marie-Tooth 1B Mouse.,Mariapaola Sidoli,Mariapaola,Lawrence Wrabetz,Lawrence,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Abnormal glucose homeostasis and fasting intolerance in patients with congenital porto-systemic shunts.,Mirjam E van Albada,Mirjam E,Hubert P J van der Doef,Hubert P J,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Accelerated global sensitivity analysis of genome-wide constraint-based metabolic models.,Marco S Nobile,Marco S,Chiara Damiani,Chiara,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Accelerated phosphatidylcholine turnover in macrophages promotes adipose tissue inflammation in obesity.,Kasparas Petkevicius,Kasparas,Antonio Vidal-Puig,Antonio,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Acceleration of Molecular Simulations by Parametric Time-Lagged tSNE Metadynamics.,Helena Hradiská,Helena,Vojtěch Spiwok,Vojtěch,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Acceptability and usability of a mobile application for management and surveillance of vector-borne diseases in Colombia: An implementation study.,Sarita Rodríguez,Sarita,Fernando Rosso,Fernando,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,1.0,PASS,
Accessible and reproducible mass spectrometry imaging data analysis in Galaxy.,Melanie Christine Föll,Melanie Christine,Oliver Schilling,Oliver,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Accounting for ambiguity in ancestral sequence reconstruction.,A Oliva,A,S Guindon,S,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
Accumulating computational resource usage of genomic data analysis workflow to optimize cloud computing instance selection.,Tazro Ohta,Tazro,Osamu Ogasawara,Osamu,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Accumulation of retrotransposons contributes to W chromosome differentiation in the willow beauty Peribatodes rhomboidaria (Lepidoptera: Geometridae).,Martina Hejníčková,Martina,Eugenia E Montiel,Eugenia E,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
Accurate detection and quantification of SARS-CoV-2 genomic and subgenomic mRNAs by ddPCR and meta-transcriptomics analysis.,Annarita Oranger,Annarita,Graziano Pesole,Graziano,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Accurate quantification of bacterial abundance in metagenomic DNAs accounting for variable DNA integrity levels.,Caterina Manzari,Caterina,Anna Maria D'Erchia,Anna Maria,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
"Acetylcholine, Another Factor in Breast Cancer.",Juan P Muñoz,Juan P,Gloria M Calaf,Gloria M,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
Achieving human and machine accessibility of cited data in scholarly publications.,Joan Starr,Joan,Tim Clark,Tim,PASS,,,,,,,female,0.83,PASS,,,,,,,,male,1.0,PASS,
"Acidisoma silvae sp. nov. and Acidisomacellulosilytica sp. nov., Two Acidophilic Bacteria Isolated from Decaying Wood, Hydrolyzing Cellulose and Producing Poly-3-hydroxybutyrate.",Sophie Mieszkin,Sophie,Karine Alain,Karine,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Actionable pathways: interactive discovery of therapeutic targets using signaling pathway models.,Francisco Salavert,Francisco,Joaquín Dopazo,Joaquín,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Activated RNAi does not rescue piRNA pathway deficiency in testes,Eliska Taborska,Eliska,Petr Svoboda,Petr,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Activation performance and mechanism of a novel heterogeneous persulfate catalyst: Metal Organic Framework MIL-53(Fe) with FeII/FeIII mixed-valence coordinative unsaturated iron center.,Mengjie Pu,Mengjie,Mark L Brusseau,Mark L,PASS,,,,,,,female,0.83,PASS,,,,,,,,male,0.95,PASS,
"Acute, Chronic, and Treated Aortic Diseases Present Distinguishable Serum Proteome Fingerprints with Protein Profiles That Correlate with Disease Severity.",Jasmin H Shahinian,Jasmin H,Martin Czerny,Martin,PASS,,,,,,,female,0.95,PASS,,,,,,,,male,0.99,PASS,
Adam22 is a major neuronal receptor for Lgi4-mediated Schwann cell signaling.,Ekim Ozkaynak,Ekim,Dies Meijer,Dies,PASS,,,,,,,male,0.68,PASS,,,,,,,,male,0.74,PASS,
Adaptive Diversity of Beech Seedlings Under Climate Change Scenarios.,Georgios Varsamis,Georgios,Oliver Gailing,Oliver,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Adaptive changes of the autosomal part of the genome in a dioecious clade of Silene.,Jitka Zluvova,Jitka,Bohuslav Janousek,Bohuslav,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Addendum: The FAIR Guiding Principles for scientific data management and stewardship.,Mark D Wilkinson,Mark D,Barend Mons,Barend,PASS,,,,,,,male,0.95,PASS,,,,,,,,male,0.99,PASS,
Addressing Beacon re-identification attacks: quantification and mitigation of privacy risks.,Jean Louis Raisaro,Jean Louis,Jean-Pierre Hubaux,Jean-Pierre,PASS,,,,,,,male,0.98,PASS,,,,,,,,female,0.62,PASS,
Adenine base editing efficiently restores the function of Fanconi anemia hematopoietic stem and progenitor cells.,Sebastian M Siegner,Sebastian M,Jacob E Corn,Jacob E,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.75,PASS,
Adult-Onset Parkinsonism as Late Manifestation of HIVEP2-Associated Developmental Disorder.,Susann Badmann,Susann,Michael Zech,Michael,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Advanced SPARQL querying in small molecule databases.,Jakub Galgonek,Jakub,Jiří Vondrášek,Jiří,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Advances and Applications in the Quest for Orthologs.,Natasha Glover,Natasha,Paul D Thomas,Paul D,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Advances and Utility of the Human Plasma Proteome.,Eric W Deutsch,Eric W,Jochen M Schwenk,Jochen M,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Advances in Mitochondria-Targeted Drug Delivery.,Emanuela Bottani,Emanuela,Dario Brunetti,Dario,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Advances in Vertebrate (Cyto)Genomics Shed New Light on Fish Compositional Genome Evolution.,Dominik Matoulek,Dominik,Radka Symonová,Radka,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Advances in Xmipp for Cryo-Electron Microscopy: From Xmipp to Scipion.,David Strelak,David,Carlos O S Sorzano,Carlos O S,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Advancing diagnosis and research for rare genetic diseases in Indigenous peoples.,Gareth Baynam,Gareth,Barend Christiaan Vorster,Barend Christiaan,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Advancing the international data science workforce through shared training and education,John Van Horn,John,Sonika Tyagi,Sonika,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
"Aedes koreicus, a vector on the rise: Pan-European genetic patterns, mitochondrial and draft genome sequencing.",Kornélia Kurucz,Kornélia,Gábor Kemenesi,Gábor,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
"Aeromonas species isolated from aquatic organisms, insects, chicken, and humans in India show similar antimicrobial resistance profiles.",Saurabh Dubey,Saurabh,Hetron M Munang'andu,Hetron M,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"After Nerve Injury, Lineage Tracing Shows That Myelin and Remak Schwann Cells Elongate Extensively and Branch to Form Repair Schwann Cells, Which Shorten Radically on Remyelination.",Jose A Gomez-Sanchez,Jose A,Kristjan R Jessen,Kristjan R,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
AggreProt: a web server for predicting and engineering aggregation prone regions in proteins.,Joan Planas-Iglesias,Joan,David Bednar,David,PASS,,,,,,,female,0.83,PASS,,,,,,,,male,1.0,PASS,
"Aging and disease-relevant gene products in the neuronal transcriptome of the great pond snail (Lymnaea stagnalis): a potential model of aging, age-related memory loss, and neurodegenerative diseases.",István Fodor,István,Zsolt Pirger,Zsolt,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Agronomic Linked Data (AgroLD): A knowledge-based system to enable integrative biology in agronomy.,Aravind Venkatesan,Aravind,Pierre Larmande,Pierre,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Aircraft surveys for air eDNA: probing biodiversity in the sky.,Kimberly L Métris,Kimberly L,Jérémy Métris,Jérémy,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Aire-dependent genes undergo Clp1-mediated 3'UTR shortening associated with higher transcript stability in the thymus.,Clotilde Guyon,Clotilde,Matthieu Giraud,Matthieu,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
"AlcoR: alignment-free simulation, mapping, and visualization of low-complexity regions in biological data",Jorge Silva,Jorge,Diogo Pratas,Diogo,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"AlcoR: alignment-free simulation, mapping, and visualization of low-complexity regions in biological data.",Jorge M Silva,Jorge M,Diogo Pratas,Diogo,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Aldehyde perception induces specific molecular responses in Laminaria digitata and affects algal consumption by a specialist grazer.,Qikun Xing,Qikun,Catherine Leblanc,Catherine,PASS,,,,,,,male,0.95,PASS,,,,,,,,female,1.0,PASS,
Alexander disease GFAP R239C mutant shows increased susceptibility to lipoxidation and elicits mitochondrial dysfunction and oxidative stress.,Álvaro Viedma-Poyatos,Álvaro,Dolores Pérez-Sala,Dolores,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Alexander disease: the road ahead.,María A Pajares,María A,Dolores Pérez-Sala,Dolores,PASS,,,,,,,female,0.98,PASS,,,,,,,,female,0.99,PASS,
Aligning Standards Communities for Omics Biodiversity Data: Sustainable Darwin Core-MIxS Interoperability.,Raïssa Meyer,Raïssa,Pier Luigi Buttigieg,Pier Luigi,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,1.0,PASS,
"All-Trans Retinoic Acid Stimulates Viral Mimicry, Interferon Responses and Antigen Presentation in Breast-Cancer Cells.",Marco Bolis,Marco,Enrico Garattini,Enrico,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
All-trans retinoic acid induces synaptopodin-dependent metaplasticity in mouse dentate granule cells.,Maximilian Lenz,Maximilian,Andreas Vlachos,Andreas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Alleviation of a polyglucosan storage disorder by enhancement of autophagic glycogen catabolism.,Or Kakhlon,Or,Miguel Weil,Miguel,PASS,,,,,,,male,0.75,PASS,,,,,,,,male,1.0,PASS,
Allyl ether of mansonone G as a potential anticancer agent for colorectal cancer.,Savinee Chanvijit,Savinee,Piyanuch Wonganan,Piyanuch,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.96,PASS,
Alpha-Synuclein is Involved in DYT1 Dystonia Striatal Synaptic Dysfunction.,Giulia Ponterio,Giulia,Antonio Pisani,Antonio,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Alteration of ribosome function upon 5-fluorouracil treatment favors cancer cell drug-tolerance.,Gabriel Therizols,Gabriel,Jean-Jacques Diaz,Jean-Jacques,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.62,PASS,
Alternative lengthening of telomeres (ALT) cells viability is dependent on C-rich telomeric RNAs.,Ilaria Rosso,Ilaria,Fabrizio d'Adda di Fagagna,Fabrizio,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
