PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS
https://openalex.org/W1992496728,Ola Söderberg,Ola,Ulf Landegren,Ulf,PASS,female,0.87,PASS,male,0.99,PASS
https://openalex.org/W1647551795,Na-Ri Shin,Na-Ri,Jin‐Woo Bae,Jin‐Woo,PASS,female,0.68,PASS,male,0.67,PASS
https://openalex.org/W2119034410,Likun Wang,Likun,Xuegong Zhang,Xuegong,PASS,male,0.73,PASS,male,1.0,PASS
https://openalex.org/W1494075612,Arabidopsis Initiative,Arabidopsis,Arabidopsis Initiative,Arabidopsis,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1996423252,Peter Rice,Peter,Alan Bleasby,Alan,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2088094960,Ranjan Sen,Ranjan,David Baltimore,David,PASS,male,0.97,PASS,male,1.0,PASS
https://openalex.org/W2000106654,F. Niesen,F.,Masoud Vedadi,Masoud,PASS,male,0.77,PASS,male,0.99,PASS
https://openalex.org/W2117247812,Mark Dawson,Mark,Tony Kouzarides,Tony,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2125123295,Martin Lundqvist,Martin,Kenneth Dawson,Kenneth,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2103250001,Ivo Hofacker,Ivo,Ivo Hofacker,Ivo,PASS,male,0.98,PASS,male,0.98,PASS
https://openalex.org/W2123106337,Vamsi Mootha,Vamsi,Leif Groop,Leif,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2144792857,Karolin Luger,Karolin,Timothy Richmond,Timothy,PASS,female,0.98,PASS,male,1.0,PASS
https://openalex.org/W2135503869,Richard Havel,Richard,Joseph Bragdon,Joseph,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2084299658,Paul Ray,Paul,Yoshiaki Tsuji,Yoshiaki,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2159954944,Derrick Wood,Derrick,Steven Salzberg,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2898789672,John Tate,John,Simon Forbes,Simon,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1967137553,Patrice Morin,Patrice,Kenneth Kinzler,Kenneth,PASS,female,0.53,PASS,male,1.0,PASS
https://openalex.org/W4213262935,Philip Dawson,Philip,Stephen Kent,Stephen,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2140765540,Scott Wilhelm,Scott,Pamela Trail,Pamela,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W1991655565,Sherwin Singer,Sherwin,Garth Nicolson,Garth,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2110936821,Gijs Besten,Gijs,Barbara Bakker,Barbara,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W2161693225,Jan Krützfeldt,Jan,Markus Stoffel,Markus,PASS,male,0.89,PASS,male,1.0,PASS
https://openalex.org/W2074356752,Jacqueline Bromberg,Jacqueline,James Darnell,James,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2116868464,Danielle Welter,Danielle,Helen Parkinson,Helen,PASS,female,1.0,PASS,female,1.0,PASS
https://openalex.org/W2122367003,Christopher Newgard,Christopher,Laura Svetkey,Laura,PASS,male,1.0,PASS,female,0.99,PASS
https://openalex.org/W1999478182,Adrian Bird,Adrian,Adrian Bird,Adrian,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2144137532,Ahmad Khalil,Ahmad,John Rinn,John,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2138155367,Siân Jones,Siân,Kenneth Kinzler,Kenneth,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2163485494,C. Stark,C.,C. Stark,C.,PASS,male,0.71,PASS,male,0.71,PASS
https://openalex.org/W2163069245,Jo Forsythe,Jo,Gregg Semenza,Gregg,PASS,female,0.76,PASS,male,1.0,PASS
https://openalex.org/W2113007696,Kenneth Beckman,Kenneth,Bruce Ames,Bruce,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1568529372,Ralf Schreck,Ralf,Patrick Baeuerle,Patrick,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2140952049,Charles Grant,Charles,William Noble,William,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2376573086,Haim Ashkenazy,Haim,Nir Ben‐Tal,Nir,PASS,male,0.98,PASS,male,0.96,PASS
https://openalex.org/W1985544238,Jennifer Martiny,Jennifer,James Staley,James,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W1995337883,A Ullrich,A,P. Seeburg,P.,PASS,,,PASS,male,0.76,PASS
https://openalex.org/W2153922477,Yusuf Chisti,Yusuf,Yusuf Chisti,Yusuf,PASS,male,0.98,PASS,male,0.98,PASS
https://openalex.org/W2592811885,Rob Patro,Rob,Carl Kingsford,Carl,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W4300198507,Barry Halliwell,Barry,John Gutteridge,John,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2111567059,Brinda Ravikumar,Brinda,David Rubinsztein,David,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2067297267,Holger Daims,Holger,Michael Wagner,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2009826707,Chunaram Choudhary,Chunaram,Matthias Mann,Matthias,PASS,male,0.94,PASS,male,1.0,PASS
https://openalex.org/W2021882008,Markus Ritter,Markus,Robert Henderson,Robert,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2057257609,David Hockenbery,David,Stanley Korsmeyer,Stanley,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2159583324,Olivier Bodenreider,Olivier,Olivier Bodenreider,Olivier,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2761275051,Alexis Battle,Alexis,Stephen Montgomery,Stephen,PASS,male,0.85,PASS,male,1.0,PASS
https://openalex.org/W2098386120,Carl Woese,Carl,George Fox,George,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2136309995,Jan Ruijter,Jan,Antoon Moorman,Antoon,PASS,male,0.89,PASS,male,0.99,PASS
https://openalex.org/W1483456869,R. Gietz,R.,Robin Woods,Robin,PASS,male,0.77,PASS,male,0.77,PASS
https://openalex.org/W2152061559,Ludmil Alexandrov,Ludmil,Michael Stratton,Michael,PASS,male,0.89,PASS,male,1.0,PASS
https://openalex.org/W2964849163,Daehwan Kim,Daehwan,Steven Salzberg,Steven,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2143426320,Isabelle Guyon,Isabelle,Vladimir Vapnik,Vladimir,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2077077811,Patricia Thomas,Patricia,Patricia Thomas,Patricia,PASS,female,1.0,PASS,female,1.0,PASS
https://openalex.org/W2034277598,William Bonner,William,Ronald Laskey,Ronald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1573363574,Peter Carmeliet,Peter,Rakesh Jain,Rakesh,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2169333620,R Sikorski,R,P. Hieter,P.,PASS,,,PASS,male,0.76,PASS
https://openalex.org/W2124050695,John Mattick,John,Igor Makunin,Igor,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1993114600,D. Bootsma,D.,Jan Hoeijmakers,Jan,PASS,male,0.75,PASS,male,0.89,PASS
https://openalex.org/W2616922646,Sara Aibar,Sara,Stein Aerts,Stein,PASS,female,0.98,PASS,male,0.99,PASS
https://openalex.org/W2146901298,David Nathan,David,Bernard Zinman,Bernard,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2023316892,Christophe Ginestier,Christophe,Gabriela Dontu,Gabriela,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2096136751,Jan Hoeijmakers,Jan,Jan Hoeijmakers,Jan,PASS,male,0.89,PASS,male,0.89,PASS
https://openalex.org/W2140927361,James Carmichael,James,James Mitchell,James,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2117800935,Qiang Ma,Qiang,Qiang Ma,Qiang,PASS,male,0.95,PASS,male,0.95,PASS
https://openalex.org/W1998093640,Jacques Monod,Jacques,Jean‐Pierre Changeux,Jean‐Pierre,PASS,male,0.99,PASS,female,0.62,PASS
https://openalex.org/W2044437167,Michael Brownlee,Michael,Michael Brownlee,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2094201044,Thomas Petersen,Thomas,Henrik Nielsen,Henrik,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2053704719,Takayuki Asahara,Takayuki,Jeffrey Isner,Jeffrey,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2111817213,W. Burnette,W.,W. Burnette,W.,PASS,male,0.88,PASS,male,0.88,PASS
https://openalex.org/W2004271888,Megha Ghildiyal,Megha,Phillip Zamore,Phillip,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2159168998,Kinneret Savitsky,Kinneret,Yosef Shiloh,Yosef,PASS,female,1.0,PASS,male,0.95,PASS
https://openalex.org/W1981030303,Menno Creyghton,Menno,Rudolf Jaenisch,Rudolf,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1971321176,Jonathan Sebat,Jonathan,Michael Wigler,Michael,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1966041739,F. Bernstein,F.,Mitsuo Tasumi,Mitsuo,PASS,male,0.77,PASS,male,1.0,PASS
https://openalex.org/W2003984225,Susumu Kobayashi,Susumu,Balázs Halmos,Balázs,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1991248271,Giuliana Ferrari,Giuliana,Fulvio Mavilio,Fulvio,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2140551998,Jean Thiery,Jean,Jonathan Sleeman,Jonathan,PASS,female,0.62,PASS,male,1.0,PASS
https://openalex.org/W2026151657,L. Liotta,L.,William Stetler‐Stevenson,William,PASS,male,0.6,PASS,male,1.0,PASS
https://openalex.org/W2033797333,Marco Sandri,Marco,Alfred Goldberg,Alfred,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1970205234,Barbara Kahn,Barbara,D. Hardie,D.,PASS,female,1.0,PASS,male,0.75,PASS
https://openalex.org/W1567090568,Erik Winfree,Erik,Nadrian Seeman,Nadrian,PASS,male,0.99,PASS,male,0.83,PASS
https://openalex.org/W1509466986,Andrew Bannister,Andrew,Tony Kouzarides,Tony,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2073879684,Grant Fairbanks,Grant,Donald Wallach,Donald,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2082239705,Min Yu,Min,Shyamala Maheswaran,Shyamala,PASS,male,0.56,PASS,female,0.91,PASS
https://openalex.org/W2089022749,Daniel Fishman,Daniel,Patricia Woo,Patricia,PASS,male,0.99,PASS,female,1.0,PASS
https://openalex.org/W2065627978,Arnold Shapiro,Arnold,Jacob Maizel,Jacob,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1757990252,Teague Sterling,Teague,John Irwin,John,PASS,male,0.87,PASS,male,1.0,PASS
https://openalex.org/W2110619496,Luis Alvarez,Luis,Helen Michel,Helen,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2144447780,Shigeo Takamori,Shigeo,Reinhard Jahn,Reinhard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2158496649,Richard Mullen,Richard,Alan Smith,Alan,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2122683221,Glynn Dennis,Glynn,Richard Lempicki,Richard,PASS,male,0.94,PASS,male,1.0,PASS
https://openalex.org/W1511198581,Michael Caterina,Michael,David Julius,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2170949754,Steven Gygi,Steven,Ruedi Aebersold,Ruedi,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2082213106,Dianne Schwarz,Dianne,Phillip Zamore,Phillip,PASS,female,1.0,PASS,male,1.0,PASS
https://openalex.org/W2010051841,Joel Hughes,Joel,Howard Morris,Howard,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2167973356,Ulrich Laemmli,Ulrich,Manuel Favre,Manuel,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2003342633,Nicholas Arpaia,Nicholas,Alexander Rudensky,Alexander,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2016752484,D. Hardie,D.,Simon Hawley,Simon,PASS,male,0.75,PASS,male,0.99,PASS
https://openalex.org/W2163241233,Kira Makarova,Kira,Eugene Koonin,Eugene,PASS,female,0.93,PASS,male,0.99,PASS
https://openalex.org/W2519244818,Ian Dunham,Ian,Shawn Gillespie,Shawn,PASS,male,1.0,PASS,male,0.94,PASS
https://openalex.org/W2009596137,Masami Hasegawa,Masami,Taka-aki Yano,Taka-aki,PASS,female,0.57,PASS,female,0.51,PASS
https://openalex.org/W2003171404,Prashant Mali,Prashant,George Church,George,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2774178591,Lukas Zimmermann,Lukas,Vikram Alva,Vikram,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1543796220,Ivo Hofacker,Ivo,Peter Schuster,Peter,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2043033879,Andrew Feinberg,Andrew,Benjamin Tycko,Benjamin,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W177909858,Robert Lamb,Robert,Griffith Parks,Griffith,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2017322644,Gabriele Bergers,Gabriele,Douglas Hanahan,Douglas,PASS,male,0.86,PASS,male,1.0,PASS
https://openalex.org/W2146778590,J. Hamrick,J.,Mary Godt,Mary,PASS,male,0.88,PASS,female,0.99,PASS
https://openalex.org/W2053003053,Markus Hafner,Markus,Thomas Tuschl,Thomas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2082122713,Laura Scott,Laura,Michael Boehnke,Michael,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2099610218,Lijun Sun,Lijun,Zhijian Chen,Zhijian,PASS,female,0.65,PASS,male,0.95,PASS
https://openalex.org/W2131288855,Junmei Wang,Junmei,Peter Kollman,Peter,PASS,female,0.98,PASS,male,1.0,PASS
https://openalex.org/W1537685381,George Paxinos,George,George Paxinos,George,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2120061656,Hiroshi Nikaido,Hiroshi,Hiroshi Nikaido,Hiroshi,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1967502057,Steven Teitelbaum,Steven,Steven Teitelbaum,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2050292589,Richard Henderson,Richard,P.N.T. Unwin,P.N.T.,PASS,male,1.0,PASS,,0.0,PASS
https://openalex.org/W3164692211,Yuhan Hao,Yuhan,Rahul Satija,Rahul,PASS,female,0.87,PASS,male,0.99,PASS
https://openalex.org/W2092643722,Vanessa D’Costa,Vanessa,Gerard Wright,Gerard,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2103333826,George Forman,George,George Forman,George,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1480210121,Solomon Golomb,Solomon,Solomon Golomb,Solomon,PASS,male,0.98,PASS,male,0.98,PASS
https://openalex.org/W2053079324,Alexandra McPherron,Alexandra,Se‐Jin Lee,Se‐Jin,PASS,female,0.99,PASS,male,0.58,PASS
https://openalex.org/W2043166209,Jean‐Philippe Pin,Jean‐Philippe,Robert Duvoisin,Robert,PASS,female,0.62,PASS,male,1.0,PASS
https://openalex.org/W2118258530,Tanya Barrett,Tanya,Alexandra Soboleva,Alexandra,PASS,female,1.0,PASS,female,0.99,PASS
https://openalex.org/W2043813981,Peter Munson,Peter,David Rodbard,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2118233996,David Case,David,Robert Woods,Robert,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2102131116,Gary Peterson,Gary,Gary Peterson,Gary,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2078770291,Petra Louis,Petra,Harry Flint,Harry,PASS,female,0.99,PASS,male,0.99,PASS
https://openalex.org/W2062485439,Marcel Bruchez,Marcel,A. Alivisatos,A.,PASS,male,0.98,PASS,male,0.7,PASS
https://openalex.org/W2404280981,James Maier,James,Carlos Simmerling,Carlos,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2113943014,Roger Tsien,Roger,T Rink,T,PASS,male,1.0,PASS,,,PASS
https://openalex.org/W2045899482,Martin Evans,Martin,M. Kaufman,M.,PASS,male,0.99,PASS,male,0.59,PASS
https://openalex.org/W1534406401,Emile Zuckerkandl,Emile,Linus Pauling,Linus,PASS,male,0.94,PASS,male,0.98,PASS
https://openalex.org/W1647597862,Gavin MacBeath,Gavin,Stuart Schreiber,Stuart,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2013947447,Sina Ghaemmaghami,Sina,Jonathan Weissman,Jonathan,PASS,female,0.54,PASS,male,1.0,PASS
https://openalex.org/W1950829641,Rehan Akbani,Rehan,Gad Getz,Gad,PASS,male,0.9,PASS,male,0.94,PASS
https://openalex.org/W2118929543,Peter Southern,Peter,Paul Berg,Paul,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2899070097,Sunghwan Kim,Sunghwan,Evan Bolton,Evan,PASS,male,0.99,PASS,male,0.98,PASS
https://openalex.org/W2025372788,B Ames,B,Paul Hochstein,Paul,PASS,,,PASS,male,1.0,PASS
https://openalex.org/W2112251383,Holger Gerhardt,Holger,Christer Betsholtz,Christer,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2094941678,Göran Hansson,Göran,Göran Hansson,Göran,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2123346255,Tilman Rachner,Tilman,Lorenz Hofbauer,Lorenz,PASS,male,1.0,PASS,male,0.98,PASS
https://openalex.org/W2576734941,George Church,George,W Gilbert,W,PASS,male,0.99,PASS,,,PASS
https://openalex.org/W2165067288,Kendle Maslowski,Kendle,Charles Mackay,Charles,PASS,female,0.65,PASS,male,1.0,PASS
https://openalex.org/W1985474993,Marian DiFiglia,Marian,Neil Aronin,Neil,PASS,female,0.75,PASS,male,1.0,PASS
https://openalex.org/W4242729757,D. Benson,D.,Eric Sayers,Eric,PASS,male,0.75,PASS,male,1.0,PASS
https://openalex.org/W2052128667,Richard Day,Richard,Victor Schmidt,Victor,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1943112463,W. Fuqua,W.,E. Greenberg,E.,PASS,male,0.88,PASS,male,0.65,PASS
https://openalex.org/W2090631526,Alec Jeffreys,Alec,Swee Thein,Swee,PASS,male,0.97,PASS,female,0.58,PASS
https://openalex.org/W2166987747,Avram Hershko,Avram,Aaron Ciechanover,Aaron,PASS,male,0.83,PASS,male,1.0,PASS
https://openalex.org/W2979652071,S. Charap,S.,Sōshin Chikazumi,Sōshin,PASS,male,0.69,PASS,male,0.79,PASS
https://openalex.org/W2811212358,Jacob O’Brien,Jacob,Chun Peng,Chun,PASS,male,1.0,PASS,male,0.73,PASS
https://openalex.org/W4292994528,R. AFRC,R.,R. AFRC,R.,PASS,male,0.77,PASS,male,0.77,PASS
https://openalex.org/W2015519364,Wafik El‐Deiry,Wafik,Bert Vogelstein,Bert,PASS,male,0.98,PASS,male,0.99,PASS
https://openalex.org/W2008869160,Stuart Weisberg,Stuart,Anthony Ferrante,Anthony,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2166562121,Lawrence David,Lawrence,Peter Turnbaugh,Peter,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2588775853,Seok-Hwan Yoon,Seok-Hwan,Jongsik Chun,Jongsik,PASS,male,0.74,PASS,male,0.97,PASS
https://openalex.org/W1970090817,Hiderou Yoshida,Hiderou,Kazutoshi Mori,Kazutoshi,PASS,,0.0,PASS,male,0.99,PASS
https://openalex.org/W1487014009,Teruhiko Wakayama,Teruhiko,Ryuzo Yanagimachi,Ryuzo,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2900756811,Clotilde Théry,Clotilde,Annie Frelet‐Barrand,Annie,PASS,female,1.0,PASS,female,0.99,PASS
https://openalex.org/W3005235420,Bùi Minh,Bùi,Robert Lanfear,Robert,PASS,female,0.5,PASS,male,1.0,PASS
https://openalex.org/W1991710558,A. Ullrich,A.,J. Ramachandran,J.,PASS,male,0.7,PASS,male,0.88,PASS
https://openalex.org/W2010004274,Daniel Koshland,Daniel,Daniel Koshland,Daniel,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2029441111,Robert Lipshutz,Robert,David Lockhart,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2112364185,Donovan Parks,Donovan,Gene Tyson,Gene,PASS,male,1.0,PASS,male,0.82,PASS
https://openalex.org/W2148663653,Ye Deng,Ye,Jizhong Zhou,Jizhong,PASS,male,0.57,PASS,male,1.0,PASS
https://openalex.org/W2062018285,Simon Whelan,Simon,Nick Goldman,Nick,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1955612312,Fred Tenover,Fred,Bala Swaminathan,Bala,PASS,male,0.98,PASS,male,0.93,PASS
https://openalex.org/W2172249877,Jennifer Martindale,Jennifer,Nikki Holbrook,Nikki,PASS,female,1.0,PASS,female,0.98,PASS
https://openalex.org/W2131415852,Jodi Nunnari,Jodi,Anu Suomalainen,Anu,PASS,female,0.99,PASS,female,0.76,PASS
https://openalex.org/W2146157811,Dario Alessi,Dario,Philip Cohen,Philip,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2030625477,Asish Parida,Asish,Anath Das,Anath,PASS,male,0.96,PASS,male,0.71,PASS
https://openalex.org/W2007897263,Ann Chambers,Ann,Ian MacDonald,Ian,PASS,female,0.99,PASS,male,1.0,PASS
https://openalex.org/W2125299541,Jeffrey Harborne,Jeffrey,Christine Williams,Christine,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2105349784,John Rinn,John,Howard Chang,Howard,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1998697301,Meredith Mintzer,Meredith,Eric Simanek,Eric,PASS,female,0.98,PASS,male,1.0,PASS
https://openalex.org/W1978173381,Masato Nakagawa,Masato,Shinya Yamanaka,Shinya,PASS,male,1.0,PASS,male,0.97,PASS
https://openalex.org/W1519479476,Jeffrey Miller,Jeffrey,Jeffrey Miller,Jeffrey,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2009570821,Richard Durbin,Richard,Graeme Mitchison,Graeme,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2009818318,David Mathews,David,Douglas Turner,Douglas,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2054881399,George Kaminski,George,William Jorgensen,William,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W1605984840,Liam Revell,Liam,Liam Revell,Liam,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W1985588649,Richard Friesner,Richard,Peter Shenkin,Peter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2050077441,M. Mandel,M.,Akiko Higa,Akiko,PASS,male,0.59,PASS,female,0.99,PASS
https://openalex.org/W2883755802,Narayanan Eswar,Narayanan,Andrej Šali,Andrej,PASS,male,0.98,PASS,male,1.0,PASS
https://openalex.org/W2068345721,Peter Steck,Peter,Sean Tavtigian,Sean,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2104017463,C. Pace,C.,Theronica Gray,Theronica,PASS,male,0.71,PASS,female,1.0,PASS
https://openalex.org/W2096057003,Joshua Elias,Joshua,Steven Gygi,Steven,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2151020563,Karl Schleifer,Karl,O. Kandler,O.,PASS,male,0.99,PASS,male,0.72,PASS
https://openalex.org/W2169079203,Ulrich Dirnagl,Ulrich,Michael Moskowitz,Michael,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2162078360,W.H. Tang,W.H.,Stanley Hazen,Stanley,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W1993035292,Dennis Black,Dennis,Steven Cummings,Steven,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W2068687524,Norman Pace,Norman,Norman Pace,Norman,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2130687290,Łukasz Salwiński,Łukasz,Łukasz Salwiński,Łukasz,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2088883749,Peter Czabotar,Peter,Jerry Adams,Jerry,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2328105863,Jeffery Struewing,Jeffery,Margaret Tucker,Margaret,PASS,male,1.0,PASS,female,1.0,PASS
https://openalex.org/W2143094150,Nathan Shaner,Nathan,Roger Tsien,Roger,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1964829819,Hugh Edmondson,Hugh,Paul Steiner,Paul,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W4231340065,Vsevolod Rostovtsev,Vsevolod,K. Sharpless,K.,PASS,male,1.0,PASS,male,0.68,PASS
https://openalex.org/W2345356016,Maxim Kuleshov,Maxim,Avi Ma’ayan,Avi,PASS,male,0.99,PASS,male,0.92,PASS
https://openalex.org/W2002698073,Brian Strahl,Brian,C. Allis,C.,PASS,male,1.0,PASS,male,0.71,PASS
https://openalex.org/W2109014958,Robert Fredriksson,Robert,Helgi Schiöth,Helgi,PASS,male,1.0,PASS,male,0.8,PASS
https://openalex.org/W2565383127,Archana Panche,Archana,Sheela Chandra,Sheela,PASS,female,1.0,PASS,female,0.99,PASS
https://openalex.org/W2075715972,Allan Basbaum,Allan,David Julius,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2141125135,Harry Sokol,Harry,Philippe Langella,Philippe,PASS,male,0.99,PASS,male,1.0,PASS
https://openalex.org/W4395394516,Dmartin Dmartin,Dmartin,Dmartin Dmartin,Dmartin,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2149160071,Nicolas Galtier,Nicolas,Christian Gautier,Christian,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2012911917,Walter Gilbert,Walter,Walter Gilbert,Walter,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W2049791242,Martin Petkovich,Martin,Pierre Chambon,Pierre,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2087877138,Suzanne Cory,Suzanne,Jerry Adams,Jerry,PASS,female,1.0,PASS,male,0.99,PASS
https://openalex.org/W2084118479,Adrian Bird,Adrian,Adrian Bird,Adrian,PASS,male,0.99,PASS,male,0.99,PASS
https://openalex.org/W2153607816,Roberto Zoncu,Roberto,David Sabatini,David,PASS,male,1.0,PASS,male,1.0,PASS
https://openalex.org/W1997152791,Robert Hancock,Robert,Hans‐Georg Sahl,Hans‐Georg,PASS,male,1.0,PASS,male,0.99,PASS
https://openalex.org/W2336400828,Jana Trifinopoulos,Jana,Bùi Minh,Bùi,PASS,female,0.98,PASS,female,0.5,PASS
