author	gender_author	reasoning_author
John Van Horn	male	Name is traditional and masculine in nature
Sonika Tyagi	female	The name 'Sonika' is commonly associated with female names in Indian culture, and the suffix '-ka' or '-gi' is often found in names for females.
Kornélia Kurucz	female	The name Kornélia is a Hungarian given name that is often female. Also, it's common for Hungarian women to have 1 or more 'i' in their names.
Gábor Kemenesi	male	The name Gábor consists of a Hungarian first name (commonly male names in Hungary) and last name
Saurabh Dubey	male	The name Saurabh is typically associated with Hindu and Indian culture, from which male names originate
Hetron M Munang'andu	female	The name Hetron is traditionally considered female in some cultures, and the suffix M Munang'andu suggests that it may be an African or Indigenous name.
Jose A Gomez-Sanchez	male	The name Jose has been traditionally associated with males in many cultures, and adding a strong last name like Sanchez also supports this deduction.
Kristjan R Jessen	males	The name Kristjan has Scandinavian roots, and the surname R Jessen is common in Denmark and Norway, which are typically male-heavy cultures.
Joan Planas-Iglesias	female	The name starts with 'Joan', which is a traditionally feminine given name, often found in languages such as Spanish. Additionally, the last name Planas-Iglesias has female roots.
David Bednar	male	A traditional Western-style name with a strong male given name followed by a common male surname, suggesting that the author is likely a male.
David Bednar	male	A traditional Western-style name with a strong male given name followed by a common male surname, suggesting that the author is likely a male.
David Bednar	male	A traditional Western-style name with a strong male given name followed by a common male surname, suggesting that the author is likely a male.
Aravind Venkatesan	male	The name Aravind is a male given name commonly found in South Asian cultures, and it's often followed by the surname Venkatesan, which also appears to be of Indian origin.
Pierre Larmande	male	French masculine given name
Pierre Larmande	male	French masculine given name
Jérémy Métris	not retrievable	The name does not provide clear indication of gender as it is commonly found in French-speaking countries where both women and men are represented by this ending.
Clotilde Guyon	female	The name 'Clotilde' is typically associated with female French names during the 18th century, and it has feminine characteristics that are commonly used for women's names in European culture.
Clotilde Guyon	female	The name 'Clotilde' is typically associated with female French names during the 18th century, and it has feminine characteristics that are commonly used for women's names in European culture.
Jorge Silva	male	Name ending in 'o' and Spanish origin, suggesting a male author
Jorge Silva	male	Name ending in 'o' and Spanish origin, suggesting a male author
Jorge M Silva	male	The given first name Jorge is typically associated with males. The use of a middle initial is not uncommon in the Portuguese-speaking world, suggesting an American or Latin American origin, where masculine surnames are more prevalent.
Qikun Xing	male	"The forename 'Qikun' is an Eastern name that traditionally uses a male naming suffix in some cultures, and ""Xing"" is often a Chinese surname, which could indicate the person may be male."
Catherine Leblanc	female	The name Catherine, given its origins in French and Italian cultures, is strongly associated with traditionally feminine names. The lack of any explicitly masculine prefix or suffix also suggests a female author.
Álvaro Viedma-Poyatos	male	The name Álvaro is typically associated with male names in Spanish-speaking cultures, and the lack of any traditionally feminine elements (such as 'a' or a suffix indicating femininity) suggest that Álvaro is likely a male name.
Dolores Pérez-Sala	female	The name 'Dolores' is typically associated with female names in many cultures, and 'Pérez-Sala' appears to be a patronymic surname that does not explicitly indicate the author's gender.
María A Pajares	female	"The name starts with ""María"", which is a Spanish feminine name."
Raïssa Meyer	female	The name 'Rayna' is commonly feminine in many cultures, including French and Germanic cultures.
Pier Luigi Buttigieg	male	The name 'Liuigi' is predominantly Italian, and in Italy, male names typically end with '-i' or '-igo'.
Marco Bolis	male	"The name ""Marco"" is a traditional masculine Italian given name, commonly used in Italy and other European cultures. Additionally, ""Bolis"" has Italian origins and does not typically indicate a non-traditional or ambiguous gender."
Enrico Garattini	male	"The name Enrico is traditionally Italian and masculine, with ""Enrico"" being an Italian form of Henry, which is typically associated with males, particularly those in Italian culture and history, indicating a more likely attribution to a male author."
Maximilian Lenz	male	The name 'Maximilian' is of Germanic origin and typically associated with males, while 'Lenz' is a common surname that can be found in both male and female individuals, but it is more commonly linked to males.
Maximilian Lenz	male	The name 'Maximilian' is of Germanic origin and typically associated with males, while 'Lenz' is a common surname that can be found in both male and female individuals, but it is more commonly linked to males.
Or Kakhlon	not retrievable	The name lacks clear indications of masculinity or femininity, common in some Hebrew or Israeli names, making it difficult to determine the author's gender without additional context.
Or Kakhlon	not retrievable	The name lacks clear indications of masculinity or femininity, common in some Hebrew or Israeli names, making it difficult to determine the author's gender without additional context.
Savinee Chanvijit	female	The name Savinee is often associated with feminine names, and the suffix à orChanv (French or French-Canadian) are typically found in female author names.
Savinee Chanvijit	female	The name Savinee is often associated with feminine names, and the suffix à orChanv (French or French-Canadian) are typically found in female author names.
Giulia Ponterio	female	Italian names often follow an anatomical pattern, with 'ia' ending indicating a feminine gender
Antonio Pisani	male	The name Antonio is traditionally masculine in Italian culture
Gabriel Therizols	males	Gabriel is a name commonly associated with males in European cultures, and Therizols is also a name that appears to be of male origin.
Jean-Jacques Diaz	male	The name starts with 'Jean' which is traditionally considered a masculine French given name, and 'Jacques', which is also typically feminine but the presence of both names suggests a masculine figure.
Ilaria Rosso	female	Ilaria is an Italian feminineGiven name and a shortened form of Maria Elisabetta, implying that Ilaria Rosso is likely to be female.
Ilaria Rosso	female	Ilaria is an Italian feminineGiven name and a shortened form of Maria Elisabetta, implying that Ilaria Rosso is likely to be female.
Dóra Bojcsuk	female	The name Dóra is a Hungarian feminine given name, which typically has female associations in many cultures.
Bálint László Bálint	male	The use of multiple occurrences of 'Bálint' suggests traditional Hungarian naming conventions, which often include a first name given at birth and then additional names or diminutives. Given the culture's historical preference for males taking on their father's first name as an additional surname or patronymic, the presence of two Bálints (the same given name repeated) may indicate that there is one male.
Albane Jouault	female	"The name Albane suggests a feminine origin, possibly of French or Slavic descent. Additionally, Jouault is a French surname that has feminine names such as ""Jouaullette"""
Alain Dufour	male	The name Alain is typically male in French-speaking countries, and Dufour is a common surname associated with males in France.
Nadia Gruber	female	The name Nadia is often associated with female names in many cultures, and Gruber is a common German surname.
Pierluigi Stipa	male	Pierluigi is an Italian name that typically corresponds to masculine names, and the suffix &quot;Stipa&quot; also has a strong association with female surnames in Italy but this surname is associated with male names in the region of Puglia where the Stipa surname originates.
Jirí Vondrášek	male	The name starts with 'Jirí', which is a common Czech male given name, and ends with 'Vondrášek', which is an uncommon Eastern European surname not exclusively shared by males.
Jñrí Vymřtal	not retrievable	The name does not provide enough information to determine the author's gender.
Elisabetta Notario	female	The name Elisabetta is a feminine Italian given name, consisting of two elements: Elizabeth and the Italian suffix -et.
Edvard Ehler	male	The name 'Edvard' is a traditional and common Nordic male given name, therefore the likely gender of the author is male.
Jan Paces	female	The name Jan is commonly used in Eastern European cultures and has Dutch origin, which are more typical female names. The suffixes 'Pace' or similar-sounding surname suggest a possible connection to Eastern Europe. Combining these factors, it's likely that the author referred to as 'Jan Paces' identifies as female.
Matthew C Chambers	male	The name starts with a male-forward name (Matthew), followed by a common male surname (C), and then a specific male middle initial (Chambers).
Timothy J Griffin	male	The name starts with a traditional masculine name, Timothy, and has a common masculine surname followed by a middle initial.
Josef Pánek	male	
Marek Schwarz	male	The name 'Marek' is a common Polish masculine given name, suggesting that the author is likely male.
Xian Zhong	not retrievable	The name 'Xian' is a Chinese compound name that consists of two characters, with no clear indication of male or female. In Chinese culture, given names are often not gender-specific and can be used by people of any gender.
Philippe Lambin	male	The name Philippe is of French origin and typically associated with males, while Lambin is also a French surname that is more commonly found in males.
Alessandra Scaravilli	female	The name Alessandra suggests a feminine given name, which is commonly associated with females.
Alessandra Scaravilli	female	The name Alessandra suggests a feminine given name, which is commonly associated with females.
Alessandra Scaravilli	female	The name Alessandra suggests a feminine given name, which is commonly associated with females.
Alessandro Gabbiadini	male	The name Alessandro starts with 'Alessandro', which is a male given name, particularly common in Italy. The surname Gabbiadini is also of Italian origin and does not provide a clear indication of gender.
Alessandro Gabbiadini	male	The name Alessandro starts with 'Alessandro', which is a male given name, particularly common in Italy. The surname Gabbiadini is also of Italian origin and does not provide a clear indication of gender.
Christof Taxis	male	The name starts with 'Chris', which is a common short form for Christopher in many cultures, and 'Taxis' ends with the suffix '-is', which is often associated with male given names.
Christof Taxis	male	The name starts with 'Chris', which is a common short form for Christopher in many cultures, and 'Taxis' ends with the suffix '-is', which is often associated with male given names.
Donatella Tesei	female	"The name ""Donatella"" is typically male in Italian culture, but with a feminine suffix (-a) added to it, suggesting that this Donna is female."
Zsuzsanna Szűcs	female	In Hungarian, 'Szűcs' is a common patronymic surname ending in '-szűc', which appears to be feminine; however, no first name information is available.
Istvón Balogh	male	Traditional Hungarian names such as Istvón typically end with the suffix š, which is common in male Hungarian names.
Irene Maffucci	female	The name 'Irene' is typically used as a feminine given name, and when combined with the Italian surname 'Maffucci', it strongly suggests that Irene Maffucci is likely female.
Alessandro Contini	male	The name Alessandro is a common Italian masculine name, and 'Contini' appears to be an Italian surname, suggesting that the author is male.
Anup Kumar	male	Typically, names in Indian cultures have unique and meaningful roots, with some surnames indicating a specific caste, region, or occupation. 'Kumar' typically means a male scholar, child, or someone of noble birth.
Rolf Backofen	male	German surnames often have a male-oriented suffix like “Back”, suggesting masculinity in this surname.
Thijs Devriendt	male	The name Thijs is a Dutch masculine name, typically used to identify males.
Pascal Borry	not retrievable	The name Pascal does not contain any overtly masculine or feminine markers, and Borry is a common Belgian surname that does not provide clear evidence for gender derivation.
Laura Fancello	female	"The name ""Laura"" is a typically feminine given name, commonly associated with female authors."
Thomas Burger	male	The name starts with a 'T' which is traditionally associated with male names, and many German surnames end in '-er', suggesting the author may be male.
W Digan	not retrievable	The name does not provide a clear indication of the author's gender, as it is a common Western-style first name (male) with no additional clues
B Rance	not retrievable	The name 'B Rance' does not indicate a specific gender. It appears to be a common Scottish name and initials, neither of which strongly suggest male or female.
Pablo Emilio Verde	male	The name Pablo is a traditionally male name in many Spanish-speaking cultures.
Fabio Hernan Gil Zuluaga	male	The name starts with a 'F' which is commonly associated with male names, and it has a traditionally masculine surname suffix.
Anna Marabotti	female	"The name ""Anna"" is a traditionally feminine given name in many Italian and European cultures, suggesting that the author is likely female."
Joaquim Aguirre-Plans	male	"The name starts with a masculine-sounding name ""Joaquim"" which is Spanish, and this hints towards the authors being male."
Joaquim Aguirre-Plans	male	"The name starts with a masculine-sounding name ""Joaquim"" which is Spanish, and this hints towards the authors being male."
Hartwig Anzt	male	The name Hartwig is typically a masculine German name, and there are no notable female authors known by that name in general culture or academia.
Rudolf Weeber	male	The name 'Rudolf' is a traditionally German masculine given name, and it ends in '-olf,' which was also common among male saints. These factors suggest that Rudolf Weeber was likely a male author.
Marja-Liisa Nuotio	female	"The name ""Marja-Liisa"" contains the traditional Finnish feminine honorific prefix ""Marja-"", indicating that Marja-Liisa is likely a female given name, and it also has a feminine ending with the suffix ""-liisa"", which is common in Finnish names."
Markus Perola	male	The name Markus is a common masculine name in many cultures, including Germanic and Scandinavian cultures where Perola is also found.
Lucie Lamothe	female	The name Lucie is of French origin and is commonly associated with females, the suffix Lamothe suggests a French surname and indicates that Lucie is a female name.
Hervé MENAGER	male	The name Hervé is a French male given name. The 'erve' and 'egar' sound do not suggest any female influence, or indicate gender indeterminacy. Male-sounding surnames typically end in 'er,' and surnames can be assumed to belong with the sex having the masculine given name.
Bernardo J Clavijo	male	"The name ""Bernardo"" is a male Spanish name, and the suffix ""J"" and the first name ""Clavijo"" follow traditional Spanish naming conventions that often use masculine names."
Matthew D Clark	male	The name 'Matthew' is typically masculine, and 'D' is a common shortened form of names often associated with masculinity. The surname 'Clark' is also a masculine surname.
Marion Lechable	female	The name Marion, in French and several other European cultures, is a feminine given name. Additionally, the surname Lechable has a suffix that suggests a female or child's diminutive form.
Tsuyoshi Momose	male	Japanese names are typically written with a kanji character for family name and one or two syllabic characters for given name. 'Momose' is a common Japanese surname and 'Tsuyoshi' means 'strong heart' which is also a masculine name.
Tsuyoshi Momose	male	Japanese names are typically written with a kanji character for family name and one or two syllabic characters for given name. 'Momose' is a common Japanese surname and 'Tsuyoshi' means 'strong heart' which is also a masculine name.
Tsuyoshi Momose	male	Japanese names are typically written with a kanji character for family name and one or two syllabic characters for given name. 'Momose' is a common Japanese surname and 'Tsuyoshi' means 'strong heart' which is also a masculine name.
Kimberly A Dill-McFarland	female	The name Kimberly suggests a traditionally feminine given name, and the suffix 'A' is commonly used in female surnames.
Steven J Hallam	male	The name 'Steven' is a traditionally masculine name in Western cultures, and the suffix 'J' is sometimes used as an uncommon masculine initials, although not definitive evidence of masculinity.
Jason J Williams	male	The name starts with a vowel and has a traditionally masculine surname, suggesting that it is likely male.
Louise Woodley	female	The name 'Louise' is commonly associated with female names, especially in English-speaking cultures. It shares similar linguistic and cultural roots as other traditionally feminine names in the Western world.
Norman Davey	male	The name 'Norman' is traditionally a male given name, and 'Davey' has Scottish origins for the surname Davey, which also holds more traditional names among males.
Silvio Tosatto	male	The first name Silvio is typically masculine in most cultures, and combined with the Italian surname Tosatto, which also has a strong traditional Italian male connotation
Silvio Tosatto	male	The first name Silvio is typically masculine in most cultures, and combined with the Italian surname Tosatto, which also has a strong traditional Italian male connotation
Antonio Facchiano	male	"The name ""Antonio"" is a common Italian male given name, and ""Facchiano"" appears to be an Italian surname."
Angelo Facchiano	male	Italian names often do not give an indication of gender as they are traditionally masculine and given with male names.
Romain David	female	The name Romain likely suggests female as French names ending in 'ain' and starting with 'Romain' being commonly associated with feminine names.
Vladimír Ulman	male	The name Vladimír is a Slavic name that follows the traditional naming conventions in Eastern Europe, where males often have patronymic names (e.g., Vladimír as 'Vladимír', son of Vladislav) with 'mir' or 'vlad' indicating a male. The suffix '-ílec' in Ulman doesn't provide gender-specific information.
Carlos Ortiz-de-Solorzano	male	The name Carlos is traditionally masculine in many cultures, and the surname de-Solorzano also suggests a male origin.
John Hancock	male	
Carole Goble	female	The name Carole is typically associated with female names, with Carole being an English feminine given name derived from Charles.
John M Hancock	male	The name 'Hancock' is typically associated with males in English-speaking cultures, and John is a common masculine given name.
Carole A Goble	female	The name Carole is often associated with feminine given names and is a common English female name, therefore the likely gender of this author is female.
Carole A Goble	female	The name Carole is often associated with feminine given names and is a common English female name, therefore the likely gender of this author is female.
Anke Becker	female	The name 'Anke' is commonly associated with European and Germanic cultures, where it is used as a feminine given name. Additionally, the absence of typical masculine suffixes or names in the given name suggests a more traditional female naming convention.
Adishesh K Narahari	unknown	The name does not contain any information about the author's gender. In South Indian culture, surnames are commonly used and often indicate a person's caste or occupation, but they do not necessarily provide insight into their personal characteristics.
Taison D Bell	male	The name 'Taison' is a unique given name that is more commonly associated with males, particularly in African and Caribbean cultures. The suffix 'D', likely indicating a last name or title ('D' being common among some African surnames), further supports the masculine classification based on conventional nomenclatural patterns.
Taison D Bell	male	The name 'Taison' is a unique given name that is more commonly associated with males, particularly in African and Caribbean cultures. The suffix 'D', likely indicating a last name or title ('D' being common among some African surnames), further supports the masculine classification based on conventional nomenclatural patterns.
Evelyn Berger-Sieczkowski	female	The name Evelyn is typically associated with females, and while it can be a unisex name, in many cultures and contexts, Evelyn is more commonly linked to female authors.
Romana Höftberger	female	The name Romana suggests a feminine given name, commonly associated with female authors in many cultures.
Anna Verdino	female	The name Anna is typically associated with female names in many cultures, and Verdino seems to be an Italian surname which also aligns more commonly with traditionally feminine names.
Fotis E Psomopoulos	male	The name 'Fotis' is a common Greek masculine name, which suggests that the author is likely male.
Kristýna Hlavatá	female	The name Kristýna is a feminine Slovak given name, and Hlavatá is a common Czech surname ending in -tá, which often indicates that the bearer is female.
Tomáš Fér	male	The name Tomáš is typically male in Slavic cultures, and being a unisex surname without additional context (like Fér), it can be considered that the author is likely male.
Tomáš Fér	male	The name Tomáš is typically male in Slavic cultures, and being a unisex surname without additional context (like Fér), it can be considered that the author is likely male.
Christine Joblin	female	The name Christine typically corresponds to female names, making it plausible that the author is female.
Dalibor Trapl	male	The name Dalibor is of Czech origin and can be associated with Eastern European male names, making it likely that the author is a male.
Vojtech Spiwok	male	The name 'Vojtech' has Czech origins, and 'Spiwok' may suggest Polish or Czech surname roots. Typically, male names in these cultures often have masculine-sounding prefixes like ' Vojtech' that end in a suffix implying a male origin.
Sri Devan Appasamy	male	The name 'Sri' is a Sanskrit honorific typically given to males, and 'Devan' means 'god' or 'godly', also aligning with traditional male names in many cultures.
Alessia David	not retrievable	The name 'Alessia' is typically associated with female names, but without more context or information about the person, it's not possible to determine the author's gender.
Michael J.E. Sternberg	male	The name starts with a capital letter 'M', which is often associated with male names in many cultures and languages.
Paul D Adams	male	The name Paul starts with a masculine first name; and the use of a surname suggests traditional patriarchal naming conventions, indicating a male author.
Jasmine Y Young	female	The name 'Jasmine' is commonly associated with females, and there is no clear indication that it follows a male naming convention in Western cultures.
Eunice O Adedeji	female	"The name ""Eunice"" is often associated with female names in African cultures, and the suffix ""O Adedeji"" suggests a Yoruba origin, which may favor feminine naming conventions."
Ezekiel Adebiyi	males	Ezekiel is a male name with Hebrew origins, and Adebiyi seems to be of Yoruba (Nigerian) or possibly Nigerian origin. The traditional masculine surname 'Ade' suggests this as well.
Abdulsalam Isiaku	male	The name Abdulsalam contains the prefix 'Al-' which is a common prefix in many Arabic names reserved for males, indicating that it stands for a male given name.
Graham Lieschke	male	The name 'Graham' is typically masculine and 'Lieschke', although uncommon, does not provide clear evidence against traditional gender associations.
Carlos S Casimiro-Soriguer	male	The name 'Carlos' is a traditional masculine given name in many Spanish-speaking countries. Additionally, the surname 'Casimiro-Soriguer' also has a generally masculine tone.
Aurora Garcia-Fernandez	female	The name Aurora is a feminine given name, and the patronymic surname Garcia-Fernandez typically indicates that the person has female relatives in their family name.
Laura Villa	female	In Laura's name, 'laura' is a common feminine given name in many languages and cultures.
Laura Villa	female	In Laura's name, 'laura' is a common feminine given name in many languages and cultures.
Stefano Aquaro	male	The name Stefano is typically Italian and male, as it is a common and traditional masculine name in Italy. The surname 'Aquaro' is also of Italian origin and does not provide any indication otherwise.
Céline Ortega-Ferreira	female	The name includes a Spanish surname and a common female given name (Cìline), which suggests a female gender.
Frédéric De Ceuninck	not retrievable	The name does not provide any information about the author's gender.
Zala Kolenc	female	The name Zala is female in most cultures, and the suffix -enc is a common feminine Hungarian diminutive form. Therefore, it's likely that the author is female.
Urban Bren	not retrievable	No specific linguistic or cultural cues can be used to determine the author's gender from their name without additional context.
Nadia Terranova	female	The name Nadia is a feminine given name, derived from the Spanish name Maria. It ends with the vowel 'A', which in many languages is associated with feminine names.
Lisa J Benincosa	female	The first name 'Lisa' is commonly associated with females in many cultures, and surname's suffix '-a'
Sebastian Liebe	male	Sebastian is a masculine given name, and Liebe is a German surname that refers to 'master' or 'owner', which in German culture can refer to a male occupation. This combination of the typical masculine first name with a male-derived surname suggests that this author is likely male.
Sebastian Liebe	male	Sebastian is a masculine given name, and Liebe is a German surname that refers to 'master' or 'owner', which in German culture can refer to a male occupation. This combination of the typical masculine first name with a male-derived surname suggests that this author is likely male.
Klaas Vandepoele	male	The name 'Klaas' is a Dutch name that was traditionally masculine, and 'Vandepoele' does not have any clear indicators for female or other gender.
Michiel Van Bel	male	"The name ""Michiel"" is a traditional Dutch masculine name, and ""Van Bel"" is a common Belgian surname."
C Pommier	female	-
C Pommier	female	-
		
Ioannis Michalopoulos	male	"The name ""Ioannis"" is a traditional Greek male name, and it follows the common naming conventions in Greece where names are typically derived from masculine saints. The surname ""Michalopoulos"" also has a strong Greek origin, further reinforcing the likelihood of the author being male."
Mikhail Podlutskii	male	"The name ""Mikhail"" is a traditional Russian male given name, and the surname ""Podlutskii"" also has a distinctly Russian sound, suggesting that the author is likely male."
Polina Volkova	female	The name 'Polina' is a feminine given name commonly used in Russian-speaking countries, suggesting that the author is likely female.
D Xu	not retrievable	The name 'D Xu' does not provide explicit information about the gender, and it is too short/narrow to make a determination.
J Runhaar	female	The gender is likely female for the suffix '-har' and the initials 'JR', which are commonly used by women in some cultures.
Pedro Gonzalez-Menendez	male	The name includes a common Spanish surname 'Gonzalez' which is more traditionally male, and the formal suffix '-Menendez' also typically indicates a masculine author.
Naomi Taylor	female	Common English feminine given name, surname that is also predominantly female
C Loucera-Muñecas	female	The name includes a female-first name 'C' followed by a common Spanish surname ending in '-Muñecas', which is more frequently associated with females.
B Crespo-Facorro	female	The name 'B Cros
Awais Athar	male	The name 'Awais' is typically associated with Arabic or Urdu names which are often masculine in their root and structure, especially when paired with the Arabic middle initial 'Athar', a common name ending that can be seen as masculine. Furthermore, traditional naming practices often follow gender norms, where certain names lean towards a particular gender based on their origins.
Awais Athar	male	The name 'Awais' is typically associated with Arabic or Urdu names which are often masculine in their root and structure, especially when paired with the Arabic middle initial 'Athar', a common name ending that can be seen as masculine. Furthermore, traditional naming practices often follow gender norms, where certain names lean towards a particular gender based on their origins.
Isabelle de Zegher	female	The name 'Isabelle' is typically associated with female names, and 'de Zegher' appears to be a Belgian surname.
Remzi Celebi	male	The name 'Remzi' is a traditional Turkish masculine name, and adding the suffix 'Celebi', which means 'servant' or 'devotee', does not lend itself to implying female gender. It leans more towards being a male.
Sergio Diaz-Del-Pino	male	The name Sergio is traditionally associated with masculine given names in Spanish-speaking cultures, and the surname Diaz-Del-Pino also follows common Hispanic naming patterns.
Nicolas Guil	male	French names often have a masculine prefix with the surname starting with a vowel or a mute letter, Nicolas is very common in French-speaking countries and it has a masculine name. The suffix 'Guil' could be masculine or feminine but without further information about the author I would be unable to determine if it is female, however based on these two letters most commonly used last names are male
Libor Pastika	male	The Czech language predominantly uses male forms for masculine nouns, but it's worth noting that 'Libor' is a common given name in the Czech Republic, which might be considered as female if derived from the Germanic root. However, traditionally, Libor has been used as a unisex or masculine name.
Fu Siong Ng	not retrievable	There is not enough information about Fu Siong Ng to determine their gender.
Arunashis Sau	not retrievable	
Gaston Bonenfant	male	The French origin and suffix '-onfant' on 'Bonenfant' are common in masculine names, particularly among French surnames.
Cara T Pager	female	The name 'Cara' is commonly associated with feminine names, and it's typically used as a given name for females. The surname 'Pager' could be either male or female, but the combination of the two creates an overall perception of the author being likely to be female.
čiƸu Ścacas	male	"Czech names usually have a male prefix for the first part ""žu"" and it is common in Czech culture."
čiƸu Ścacas	male	"Czech names usually have a male prefix for the first part ""žu"" and it is common in Czech culture."
Maximilian Brackmann	male	The name Maximilian is traditionally masculine, and 'Brackmann' also has a strong Germanic male surname feel to it.
Stefan Mogl	male	The name Stefan is typically a male name, and combined with the surname Mogl, reinforces this assumption.
Christian Brandt	male	In Germanic names, 'Christian' is a Christian name traditionally given to males and 'Brandt' could refer to a surname that signifies someone who worked with fire or metal (often associated with the patron saint of smiths; a male occupation).
Oliwia Makarewicz	female	The name Oliwia is traditionally Polish feminine and is a variant of Olivia.
 Jordi Valls-Margarit	male	The name starts with 'Jordi' is typically a masculine name in Spanish and Catalan culture, the suffix '-i' is also often used to indicate male names
Laura I Furlong	female	The first name 'Laura' is traditionally associated with females, and although it may be uncommon, the typical naming conventions suggest that Laura is a female name.
Shuxin Zhang	female	The name 'Zhang' is a common Chinese surname, and in many Asian cultures, surnames are masculine. However, there is no conclusive evidence to determine the gender of an author by their surname alone, so assuming 'Zhang' as possibly being feminine based on cultural context.
Ronald Cornet	male	The author's name is male and ends with 'Cornet', a surname that is often associated with male authors.
Carlos Loucera	male	"The name ""Carlos"" is a traditionally masculine Spanish name, and it's commonly associated with male authors, while Loucera is also a common surname in some Latin American countries."
Andrea Morger	female	The name Andre is commonly associated with males, but Andrea is often a feminine surname. This suggests that the author is likely female.
Andrea Morger	female	The name Andre is commonly associated with males, but Andrea is often a feminine surname. This suggests that the author is likely female.
Remi Stevelink	female	"The name ""Remi"" is commonly associated with a French diminutive form, Remi being more typically used for girls and women. Additionally, the surname 'Stevelink' has Dutch origins in a time when naming conventions typically assigned feminine or masculine meanings based on the root and suffixes of surnames."
Bobby P C Koeleman	male	The name Bobby is traditionally a male given name, and the use of a middle initial (P C) suggests a level of formality typical of males in many cultures.
Giulia Fiscon	female	"The name ""Giulia"" is a commonly used Italian feminine given name, suggesting that the author is female."
Giulia Fiscon	female	"The name ""Giulia"" is a commonly used Italian feminine given name, suggesting that the author is female."
Birol Tilki	male	The name 'Birol' is commonly found in male names, especially of Turkish origin. Additionally, it has Turkish heritage roots.
Birol Tilki	male	The name 'Birol' is commonly found in male names, especially of Turkish origin. Additionally, it has Turkish heritage roots.
I Lewandowska	female	The name starts with a capital letter (I), which suggests it might be the first name of an English-speaking person. The common Polish surname suffix '-ow ska', in this case -dowska implies a feminine origin, female given name.
I Lewandowska	female	The name starts with a capital letter (I), which suggests it might be the first name of an English-speaking person. The common Polish surname suffix '-ow ska', in this case -dowska implies a feminine origin, female given name.
I Lewandowska	female	The name starts with a capital letter (I), which suggests it might be the first name of an English-speaking person. The common Polish surname suffix '-ow ska', in this case -dowska implies a feminine origin, female given name.
I Lewandowska	female	The name starts with a capital letter (I), which suggests it might be the first name of an English-speaking person. The common Polish surname suffix '-ow ska', in this case -dowska implies a feminine origin, female given name.
Herman W Raadsma	mal	The name 'Herman' is very typical for male Dutch names, and 'W' likely stands for Willem or Wilhelm, which are common male names. Given the first name Herman, it's likely a he.
Li Li	not retrievable	Although 'Li' is a common Chinese surname, 'Li Li' does not provide any clear indication of the author's gender.
Motao Zhu	female	The name 'Motao' is commonly found in Chinese cultures and is believed to be a female given name. Additionally, 'Zhu' is a common last name in China that is often associated with females.
Philip J Law	male	The name starts with a 'P', which is often associated with masculine names, and 'Law' is also commonly an occupational name for males.
Malcolm G Dunlop	male	The name 'Malcolm' is a traditionally masculine given name, and the surname 'Dunlop' does not suggest any unusual or unconventional elements that would indicate otherwise. Additionally, there are no indications of feminine or non-binary characteristics.
Katalin Mangó	female	The name is Hungarian, and typically Hungarian names ending in '-ngó' or having a vowel followed by 'n' or 'ng' at the end (e.g., Szabóné, Józsefné) are associated with female names.
Katalin Monostory	female	Hungarian names often have a feminine suffix, e.g. -i or -nya, which suggests that the name is likely female.
Katalin Monostory	female	Hungarian names often have a feminine suffix, e.g. -i or -nya, which suggests that the name is likely female.
Jos Runhaar	female	The name 'Jos' is often associated with female given names in some cultures, particularly in European contexts. Additionally, the first and last names seem to follow traditional Dutch naming conventions.
Tibor V Varga	male	The name 'V' that follows the first name 'Tibor' and the surname 'Varga' typically indicate that this person is likely male.
Tibor V Varga	male	The name 'V' that follows the first name 'Tibor' and the surname 'Varga' typically indicate that this person is likely male.
F Díez-Fuertes	female	The name starts with 'D' which is commonly more feminine, although it could be a masculine name. However, without further information about the full first name or surname associations in this case culture.
J Alcamí	female	The name's initials appear to start with a letter typically associated with females (J) followed by an uncommon but plausible given name ending in 'i' or 'a', suggesting the author is female.
Clément Tarrano	male	"The name Clément is of French origin and ""clément"" means ""merciful"", which is a traditionally European male name. The surname Tarrano also has French origins, suggesting that the author is likely male."
Yulia Worbe	female	The name Yulia is often associated with Slavic cultures and traditionally female. It shares a common suffix, -ia, seen also in names such as Julia or Maria.
Alisia Madé	female	French surname 'Madé' is commonly feminine in French culture and has origins from mother or female names.
Fabio Martelli	male	The name 'Martelli' is an Italian surname, which suggests a strong potential for the individual being male. However, names can vary greatly across cultures and personal preferences, making it challenging to confirm without additional context.
Steve Simpson-Yap	male	The name Steve is commonly associated with male authors, supported by traditional Western naming conventions.
Liesbet Peeters	female	The name 'Liesbet' is a Dutch feminine given name, and typically corresponds to a female gender in the context of European names. Further, 'Peeters' appears to be a patronymic surname which, although it's quite common across many languages (e.g., 'Jones'), suggests that this writer is likely English or perhaps one from Europe for whom an English spelling tradition may have been utilized.
Lucie Janeckova	female	"The name ""Lucie"" is a traditional European given name often associated with females, and ""Janeckova"" is a Czech surname also following typical female naming conventions."
Lucie Janeckova	female	"The name ""Lucie"" is a traditional European given name often associated with females, and ""Janeckova"" is a Czech surname also following typical female naming conventions."
Lucie Janeckova	female	"The name ""Lucie"" is a traditional European given name often associated with females, and ""Janeckova"" is a Czech surname also following typical female naming conventions."
Radka Svobodová	female	The name 'Radka' and the Slavic surname 'Svobodová' typically indicate a female origin in Czech culture, based on traditional naming patterns.
